ID,RA,DEC
"iDR3.HYDRA-0029.046523",163.3544777715607,-24.963423207760286
"iDR3.HYDRA-0103.085662",151.05256539593745,-36.998541287875604
"iDR3.HYDRA-0084.007638",161.48226670092507,-34.1757868513465
"iDR3.STRIPE82-0090.164743",302.1077850847344,1.4412749015686386
"iDR3.STRIPE82-0076.041290",53.14872293805281,1.1307404301546549
"iDR3.SPLUS-s27s43.019109",68.59301627996459,-35.02425304000783
"iDR3.HYDRA-0128.044340",165.2065914097288,-40.53613360715811
"iDR3.SPLUS-s26s15.039481",22.94171261222068,-33.123013348958494
"iDR3.SPLUS-n03s19.045911",175.8722971552406,-2.0555300405054746
"iDR3.SPLUS-s29s44.000059",72.82492579205852,-38.22045935423106
"iDR3.SPLUS-s24s15.028978",21.359334752178796,-30.742435844021443
"iDR3.SPLUS-s28s38.000046",61.28870521582715,-36.90349995111767
"iDR3.STRIPE82-0144.035938",339.9170471997488,0.9433648189988765
"iDR3.HYDRA-0051.002911",154.1718422991151,-30.101331728951944
"iDR3.SPLUS-n05s03.014260",153.43574708010368,-5.843879434448935
"iDR3.STRIPE82-0099.013037",309.11226024382256,-1.2192230941403257
"iDR3.HYDRA-D-0003.003926",158.85632105134314,-36.69237780621297
"iDR3.STRIPE82-0119.049314",323.4643830637324,-0.5911801517376837
"iDR3.HYDRA-0162.014808",155.30800173233487,-47.860427833313494
"iDR3.STRIPE82-0116.051020",319.9102276591883,1.432156826417286
"iDR3.HYDRA-0050.014009",150.8633898417899,-29.921895348334015
"iDR3.HYDRA-0135.069910",161.2720075661048,-41.67405607050589
"iDR3.SPLUS-s24s69.010693",348.23866129473436,-31.34911035441254
"iDR3.HYDRA-0086.000101",150.3281186076152,-35.672643976049294
"iDR3.STRIPE82-0159.019049",351.0847562454346,-0.10695578184817373
