Field,ID,RA,DEC,FWHM,ISOarea,KRON_RADIUS,nDet_magPStotal,PhotoFlagDet,U_PStotal,F378_PStotal,F395_PStotal,F410_PStotal,F430_PStotal,G_PStotal,F515_PStotal,R_PStotal,F660_PStotal,I_PStotal,F861_PStotal,Z_PStotal,e_U_PStotal,e_F378_PStotal,e_F395_PStotal,e_F410_PStotal,e_F430_PStotal,e_G_PStotal,e_F515_PStotal,e_R_PStotal,e_F660_PStotal,e_I_PStotal,e_F861_PStotal,e_Z_PStotal
H,"iDR3.HYDRA-0141.081421",158.78923479168898,-42.972255574879775,3.3164067,18,3.7768662,11.0,0,20.643692,20.561956,21.267881,19.636349,19.653412,19.957909,19.008904,19.563866,18.361574,20.606098,18.215008,99.0,0.12859799,0.17848521,0.52913505,0.11416003,0.11435541,0.049291287,0.049520403,0.031674143,0.016907461,0.10580271,0.033781163,21.536726
S,"iDR3.SPLUS-n11s41.068773",205.48845310924332,-13.033715110540074,2.091906,40,0.0,12.0,3,18.647448,18.169968,18.173191,17.673319,17.49125,17.037226,16.829933,16.714365,16.374456,19.30312,15.971132,16.492882,0.016376344,0.017422639,0.027160298,0.017064678,0.014462537,0.0049710027,0.0084117325,0.0037242041,0.0036920165,0.024204716,0.004810782,0.0049283938
S,"iDR3.SPLUS-s29s31.004460",51.824508481136085,-38.08781242098932,4.773123,36,4.124976,12.0,2,18.785437,18.313938,18.1297,17.929247,17.847286,18.468575,17.531757,18.179632,17.327736,19.596472,17.213284,20.842648,0.033731338,0.033758465,0.043889403,0.036797974,0.032842204,0.021446927,0.02106747,0.01408148,0.009254999,0.04881428,0.016129823,0.24809039
S,"iDR3.SPLUS-n16s10.042938",164.89864692065544,-19.895980828646167,3.6046214,24,3.9314718,12.0,2,19.905842,19.595463,19.43312,19.233585,18.988829,19.4506,18.754375,19.295345,18.652943,20.245426,18.427214,20.315775,0.05740812,0.071615174,0.10110982,0.07798606,0.06457034,0.031386502,0.040531628,0.027539674,0.018628627,0.081810065,0.038323727,0.16413914
S,"iDR3.SPLUS-s26s50.028795",320.47279017798735,-33.754863540113156,3.9383857,19,5.878109,12.0,0,22.487442,22.094957,21.005943,22.359756,21.376123,21.048103,20.370447,20.08757,19.56336,20.614542,19.052647,22.645649,0.44947433,0.48663044,0.30443725,0.96776205,0.40944853,0.09763869,0.13096459,0.04217157,0.035224378,0.078648485,0.04584623,0.81804127
S,"iDR3.STRIPE82-0040.011675",27.444657474694633,0.2501617694797464,3.6535954,2,10.846841,6.0,2,99.0,99.0,99.0,99.0,15.177995,21.0615,16.247631,18.968245,18.155674,19.418697,99.0,99.0,22.279135,21.734953,21.159601,21.420935,0.005345217,0.09332489,0.008157091,0.019209798,0.013329374,0.03529108,21.305962,21.642902
H,"iDR3.HYDRA-0084.002539",161.3883037633281,-34.27336354025546,3.0264342,230,2.94942,12.0,2,17.702179,17.967077,17.02922,16.410107,16.050888,15.512673,15.267773,14.728188,14.700424,20.651756,24.20005,14.253964,0.015058813,0.027164232,0.020780113,0.0130647775,0.009968777,0.0031857085,0.005510568,0.0019796572,0.0022994056,0.13593277,7.812333,0.002006759
S,"iDR3.SPLUS-n13s07.000014",158.33844599846074,-16.932210919156283,3.9184592,34,4.253988,12.0,0,21.519001,20.856655,20.647682,20.205135,19.709692,19.252796,18.991325,19.464235,18.323238,20.561054,18.05561,18.848263,0.29719543,0.26166615,0.33916968,0.20158853,0.12896858,0.02971966,0.054421213,0.030106915,0.01643658,0.10770155,0.029321054,0.050089743
H,"iDR3.HYDRA-0134.072975",159.40977580651818,-41.46984809918167,3.142388,27,6.837754,12.0,0,19.820576,18.902103,19.542559,19.896694,19.70136,19.315496,18.082836,19.168808,17.2533,20.080692,20.17968,19.730253,0.08760731,0.06295738,0.16838051,0.23675042,0.1945663,0.0582727,0.03937175,0.041367624,0.010607824,0.097391576,0.17981729,0.099521615
S,"iDR3.SPLUS-s17s30.051911",326.923436863409,-21.013377356796166,2.6949403,10,3.5587797,12.0,0,21.828802,23.374693,21.941563,21.11254,20.62178,21.091667,20.705654,20.375015,19.19207,20.79131,19.932867,20.581902,0.28032565,1.5682851,0.7304765,0.2837643,0.18344933,0.09760746,0.16296063,0.06628633,0.028855404,0.13856772,0.1532211,0.22276546
H,"iDR3.HYDRA-0070.034110",153.36874604436503,-32.237889914536076,3.2926705,1285,2.5995936,11.0,4,15.181235,99.0,14.362959,14.653055,13.508393,16.59953,13.5532875,12.451521,12.142988,16.277521,13.980618,11.943528,0.0036906775,21.144938,0.0046649617,0.004861294,0.0026175377,0.006617888,0.0023511818,6.895369E-4,6.916152E-4,0.0049481997,0.0025441924,6.8952073E-4
S,"iDR3.SPLUS-s26s41.031556",65.02824515881092,-32.85555378019325,3.2591283,6,6.0534234,12.0,0,20.100204,20.16646,21.217716,20.431892,20.625994,21.06591,20.72751,20.506042,19.755524,20.931683,20.437565,22.113495,0.13821182,0.21634227,0.77495205,0.39500767,0.44778132,0.26818642,0.406138,0.12113548,0.06861335,0.19153988,0.24189207,0.943081
S,"iDR3.SPLUS-s23s21.007728",314.5268677152485,-30.138358200406397,1.9913847,11,2.468911,12.0,0,20.454922,20.243736,20.437595,20.077885,20.622326,20.156643,20.000788,19.89722,18.923594,20.384926,20.301418,20.17387,0.114043936,0.1273723,0.2464372,0.1814996,0.35032192,0.0761513,0.13707528,0.05329879,0.028884158,0.1051716,0.21061869,0.14925036
S,"iDR3.STRIPE82-0095.000023",305.65565662012915,-1.379255301426233,5.194069,26,3.8525338,8.0,0,23.690067,21.140877,99.0,99.0,99.0,19.592941,99.0,19.205389,18.426231,19.597204,19.556177,18.638065,2.8424006,0.4519016,20.839287,21.002264,21.127949,0.053560246,21.259167,0.037614908,0.013868565,0.0745522,0.19124097,0.049479865
S,"iDR3.SPLUS-n13s32.026048",193.6363035969289,-16.351049269931643,2.271038,11,5.640981,12.0,0,21.107649,20.74184,20.952494,21.484669,21.276836,20.916195,21.070784,20.434984,19.133415,20.93494,19.851503,20.53295,0.2096396,0.2057201,0.38543975,0.55639374,0.45171803,0.11015685,0.3002168,0.06724469,0.034805045,0.14006174,0.12649898,0.18915609
H,"iDR3.HYDRA-0021.020613",150.31617486234467,-25.645810536763108,1.8830459,334,2.9520853,12.0,2,29.293972,17.86275,16.27684,15.885456,15.819978,25.061474,15.469379,15.215273,15.198086,18.725105,15.06281,15.034161,314.75528,0.020781387,0.012273513,0.008829213,0.0080397315,3.4134412,0.0059044366,0.0024064123,0.0027865884,0.020770328,0.0040313643,0.0029349958
S,"iDR3.SPLUS-s23s21.059687",315.1712471950401,-28.869889728842818,6.395696,129,4.67546,12.0,3,22.139473,20.836884,19.41376,20.831955,20.327248,19.5334,19.05323,18.288963,17.25395,18.834728,16.542274,17.720272,0.50171477,0.21044856,0.10273292,0.35995063,0.2743402,0.045480203,0.0625731,0.015066633,0.009000348,0.027905205,0.010110076,0.017757028
S,"iDR3.SPLUS-n11s41.000265",205.9829614940105,-14.235630085488037,2.1664615,137,2.916072,12.0,0,21.516687,20.974224,19.78818,19.58098,20.024204,18.586864,19.312622,17.273724,16.89394,20.580767,15.193648,15.037562,0.14435278,0.13072188,0.08343705,0.06281442,0.083771154,0.01181142,0.039546955,0.004977847,0.0047869175,0.07108734,0.0031499995,0.0020961433
S,"iDR3.SPLUS-n15s02.031739",152.09244557889758,-18.855645526199307,3.813432,15,5.1287127,12.0,3,20.921724,20.370913,20.554285,20.232742,20.403412,20.33255,19.295353,20.08524,19.142046,20.527422,20.315279,20.365593,0.12049378,0.13039698,0.26629835,0.20294507,0.24438848,0.10349537,0.08885302,0.07659357,0.049398452,0.1304796,0.21641855,0.19276074
S,"iDR3.SPLUS-n11s41.018800",206.44252149492056,-13.92061545280537,2.479375,18,2.028527,12.0,0,20.105536,19.62539,19.800793,19.189356,19.123215,19.614788,18.614788,19.076864,18.232996,20.426079,18.01326,23.666437,0.04429869,0.044224814,0.08377406,0.046433207,0.041492596,0.023469249,0.02402711,0.015405496,0.010293455,0.061589874,0.018249147,2.2984622
S,"iDR3.SPLUS-n12s28.023113",189.2429513667166,-14.863335249139748,4.7841935,7,4.907548,11.0,0,21.050718,21.34421,20.976433,21.84274,99.0,21.113598,20.743317,20.418705,19.880672,20.747406,20.286655,20.315609,0.21984924,0.45567822,0.6503212,0.97274935,21.074778,0.16989101,0.27266595,0.102680966,0.054664355,0.18481371,0.24090476,0.26300722
H,"iDR3.HYDRA-0118.000121",161.0177974465539,-39.819466947231554,4.3221993,43,3.807083,12.0,0,20.871262,20.525528,21.141138,19.686945,20.689846,19.06456,20.00914,18.204163,17.211628,19.065756,18.842947,18.868439,0.11490293,0.13106644,0.37345764,0.10483676,0.21444085,0.021902975,0.09605917,0.01178936,0.007989039,0.027623227,0.044862807,0.041076507
S,"iDR3.SPLUS-s19s23.021620",317.80422712593304,-24.57136224530977,2.2364705,41,3.6564116,12.0,2,19.291025,18.898209,18.821547,18.318945,18.267239,18.204937,17.698326,18.414324,17.459164,19.908182,17.171404,22.016665,0.030264366,0.038463127,0.05498522,0.03583846,0.03524851,0.013059564,0.020464227,0.013360954,0.009235623,0.04986196,0.013081161,0.59992504
S,"iDR3.SPLUS-n10s38.032218",202.49740011343826,-12.197517711097328,3.538663,54,5.9495587,12.0,2,19.899488,19.26191,19.315615,19.648218,19.51474,19.02639,17.846455,19.206768,17.483494,19.958118,19.988792,19.678925,0.06690396,0.06092162,0.09134616,0.10527551,0.09001519,0.022543631,0.021412613,0.024890747,0.008898456,0.057557892,0.1342555,0.08097864
H,"iDR3.HYDRA-0022.039642",153.50031373306143,-25.241267716050874,3.5129116,14,3.8616807,10.0,0,21.6413,22.840712,99.0,21.313162,20.706654,20.840048,19.562504,19.67437,18.379549,20.803268,17.848518,99.0,0.18954375,0.86782455,21.527475,0.3378426,0.19302882,0.0721379,0.061580457,0.029904,0.015409811,0.10699281,0.02189884,21.56411
H,"iDR3.HYDRA-0055.029299",158.93535787795608,-29.789628509444547,2.9487014,445,2.9708219,11.0,3,17.159689,16.631256,16.539116,15.61817,15.611687,99.0,18.277006,14.961038,14.976032,19.514915,14.606743,14.519688,0.0067137415,0.007222619,0.0096373465,0.006835821,0.0052507548,23.11003,0.021519331,0.0021605478,0.00175764,0.031013615,0.002360223,0.0016718664
H,"iDR3.HYDRA-0111.075690",164.81458381448007,-37.01159148585931,5.8669906,60,1.82,12.0,0,20.790743,23.489464,21.595657,19.939228,19.385303,18.79977,20.628965,18.442284,17.915792,19.238789,18.409565,18.275835,0.12518257,2.4547544,0.79934484,0.15405905,0.08853436,0.018819569,0.20859571,0.014905498,0.013814033,0.03267298,0.08021505,0.025567971
H,"iDR3.HYDRA-0121.007274",150.36431382690853,-41.073189326543975,5.245522,54,3.3385172,12.0,0,20.796024,21.896725,19.695433,17.724873,17.748198,17.591608,17.284613,17.04612,16.843115,20.20781,16.632023,18.691063,0.24802992,0.93547356,0.19944933,0.036700737,0.036259584,0.013309303,0.02086469,0.007832993,0.008053387,0.10686831,0.011347342,0.04233972
S,"iDR3.SPLUS-s28s36.000026",57.88896481579407,-36.90414856393459,2.7896006,27,3.9750292,7.0,0,24.370937,99.0,99.0,99.0,99.0,19.954376,99.0,18.944153,18.090796,19.479258,17.539846,17.646378,6.0399785,21.08296,20.3045,20.579657,20.5911,0.10237399,20.930809,0.03104527,0.017977737,0.05835979,0.022146273,0.019221636
S,"iDR3.STRIPE82-0009.004207",5.591884072268045,-1.3065965074642498,4.3587923,545,4.339124,12.0,3,19.276337,18.384117,18.921595,18.911541,19.088142,18.568333,17.323246,18.392399,16.786915,18.845098,18.940563,18.58287,0.027344974,0.023724914,0.053317018,0.044065118,0.04320838,0.010846205,0.011052742,0.009933029,0.004442888,0.017164273,0.041311562,0.024504911
H,"iDR3.HYDRA-0011.073716",151.02535350205395,-23.166713931002704,4.4331264,117,2.7351406,12.0,2,17.381468,19.812702,16.889364,16.536507,16.206982,20.41994,16.76994,15.57645,15.293367,18.143543,18.098372,15.369935,0.011128998,0.0968434,0.017961053,0.012661303,0.0104237115,0.062161766,0.011649385,0.0029048836,0.0038925712,0.013179879,0.03571828,0.0034732756
S,"iDR3.STRIPE82-0091.052056",303.94113570572546,-0.8318492558212386,3.0579574,13,3.5900486,10.0,0,99.0,22.07126,20.668705,99.0,21.485773,20.421024,20.719465,19.904854,18.68814,20.453218,18.401344,21.684332,22.005215,0.7317597,0.30725175,21.331959,0.5278255,0.072683424,0.22925259,0.05458588,0.021822387,0.1013399,0.036372498,0.55018795
S,"iDR3.SPLUS-n14s05.040853",155.35138973078116,-17.35180452632072,2.167984,16,4.4273195,12.0,3,21.414331,21.2469,20.638676,20.833317,20.68022,20.677605,20.343735,19.885973,19.428625,20.617712,20.207325,19.74302,0.21558882,0.3013623,0.28528512,0.30151758,0.2532914,0.079442084,0.14024964,0.038771953,0.037648458,0.09388752,0.15607518,0.08629603
S,"iDR3.SPLUS-s22s34.015036",336.2839708697898,-28.642961733211386,2.7371693,29,3.882945,12.0,3,19.993513,19.63655,19.654497,18.90387,18.782515,19.454031,18.31575,18.880905,17.868258,20.391327,17.686289,22.163273,0.04815463,0.061153278,0.103246905,0.05214109,0.04654571,0.0289035,0.028048344,0.019031353,0.01101162,0.07856419,0.01824898,0.7071123
H,"iDR3.HYDRA-0057.022560",163.8522609853688,-29.759737151691667,4.2932653,171,3.8711572,12.0,2,20.148153,19.82126,19.415852,18.759472,18.597618,18.396358,17.823586,17.645416,17.143341,17.95636,16.88501,17.828522,0.05261917,0.06498695,0.076958604,0.03577277,0.030473696,0.010745103,0.015627107,0.006428357,0.0055297804,0.009431654,0.00816327,0.01343409
H,"iDR3.HYDRA-0034.000945",156.8924500671813,-27.390251030201163,5.1579723,643,2.5144198,9.0,6,99.0,21.279522,99.0,99.0,14.515121,13.771005,13.748518,13.435751,13.416096,17.016945,17.035286,13.294857,22.91242,0.164213,21.906898,22.120764,0.003114428,9.6943916E-4,0.0018354064,7.42547E-4,8.6534355E-4,0.0046314336,0.009247738,8.844613E-4
S,"iDR3.SPLUS-s17s30.018065",327.37170525535765,-21.87617578358955,4.7498975,103,3.8120136,12.0,2,20.760244,20.356272,19.886974,19.390707,18.954704,17.916477,17.814774,17.572716,16.35183,18.546661,15.712431,20.347527,0.107889704,0.1082063,0.121240646,0.06963789,0.04987613,0.0105896015,0.020020273,0.008697625,0.005131814,0.020418204,0.0062215053,0.17743488
H,"iDR3.HYDRA-0163.052248",157.35242130447386,-47.61402751103381,2.3687208,11,2.6544101,12.0,0,21.620752,21.575628,21.682518,20.70612,20.424332,19.861563,19.38142,19.38175,18.914822,20.226196,18.57542,21.622822,0.33661342,0.4941567,0.83791363,0.32603234,0.24327452,0.056641746,0.08057485,0.034435857,0.026466582,0.09001763,0.04375814,0.5841496
H,"iDR3.HYDRA-0147.022621",156.37943171551407,-45.06578160065995,3.0930884,13,2.1937435,12.0,0,21.631275,20.891056,21.617771,20.155685,20.025187,20.034674,19.201468,19.559654,18.904268,20.332964,18.62332,20.899195,0.3455685,0.2212329,0.6639678,0.17084652,0.14583261,0.052327566,0.060050953,0.033095945,0.024729101,0.091541216,0.047272276,0.29355386
S,"iDR3.STRIPE82-0116.031319",320.0164684140071,0.681203207622036,6.5251455,22,5.5252023,10.0,0,24.04129,99.0,99.0,20.891048,21.05986,20.55593,20.915428,20.163893,19.52691,20.580986,19.17292,19.781658,3.507654,21.326147,20.522802,0.46978593,0.5155598,0.08928574,0.29819658,0.068864994,0.04542336,0.13257548,0.08489731,0.12644768
H,"iDR3.HYDRA-0069.072570",152.6843764697024,-31.498430865038777,3.2168097,52,3.288677,11.0,2,20.527275,20.409773,99.0,20.043297,20.046925,18.767006,19.578876,17.995327,16.677002,18.929808,17.63251,16.268538,0.10249133,0.15357584,21.05299,0.16085732,0.15605155,0.017861867,0.08213804,0.010642093,0.0060507106,0.028750133,0.021963032,0.006593293
S,"iDR3.STRIPE82-0088.122005",301.0978215799018,1.1690236776307426,6.789717,19,4.920135,11.0,0,20.689747,20.907871,99.0,19.520065,20.036276,23.026522,19.431002,19.520988,18.940556,20.074743,18.843235,20.37834,0.10021778,0.29677877,20.832691,0.11654913,0.19296663,0.9087143,0.104994565,0.047096625,0.03080757,0.09200167,0.073713645,0.19907242
S,"iDR3.SPLUS-n17s06.044598",158.52402304958179,-21.34788738599182,2.3987267,13,5.969729,12.0,0,20.976582,20.735588,20.686672,20.94353,20.827368,20.81776,20.511345,20.059172,18.862812,20.505451,19.674355,20.143194,0.11435084,0.14908497,0.24370465,0.26487842,0.23184045,0.07737869,0.14003035,0.043174326,0.022714928,0.093136795,0.10130831,0.13316612
S,"iDR3.SPLUS-s31s44.000034",316.0305917464601,-40.84765690927609,2.362371,46,4.387442,10.0,0,27.651978,99.0,99.0,19.072088,21.636023,19.113102,20.881428,18.920376,18.30913,19.261581,17.817974,17.813843,38.241516,22.41525,21.747568,0.042756274,0.33044595,0.02360837,0.15153992,0.017453952,0.012771396,0.031645272,0.029619602,0.04042461
S,"iDR3.STRIPE82-0106.060406",313.07600739671597,1.4036058927754294,4.643042,73,2.8859038,10.0,3,99.0,20.661732,99.0,20.488346,19.461536,18.689325,19.057053,18.345295,17.654224,18.715656,18.094223,16.692781,21.465086,0.30630618,20.724035,0.36632726,0.13975358,0.029813245,0.076534964,0.017846249,0.012782469,0.028568659,0.033280604,0.008970134
S,"iDR3.SPLUS-n16s01.039654",150.45553281590728,-19.940589094414495,5.5817776,220,4.137564,12.0,3,19.324043,18.586468,18.69648,19.087242,19.351763,18.289038,17.00465,18.373692,16.644115,18.933094,19.072197,18.658289,0.032293648,0.03245111,0.053308375,0.061052505,0.072221756,0.0140677625,0.013325278,0.015086059,0.0064100367,0.029988742,0.06667453,0.04510336
H,"iDR3.HYDRA-0152.069911",151.82573425047684,-46.15034498507277,3.6292922,22,3.7357128,12.0,0,20.186842,19.746258,19.595411,19.11731,19.175255,19.125034,18.543196,19.497055,18.23393,20.589989,17.878393,20.362411,0.08380197,0.0866491,0.1170615,0.06942041,0.06976497,0.02461481,0.03518604,0.031559046,0.015636224,0.10652837,0.025464043,0.15614876
S,"iDR3.STRIPE82-0096.018745",305.444089615655,0.26059375803915974,4.4701285,10,1.82,12.0,0,21.029999,20.770945,20.691261,20.768972,20.964403,20.648144,20.559242,20.33805,19.838284,20.635862,20.218098,20.472353,0.17079148,0.20666921,0.29731748,0.30986086,0.34578663,0.09651148,0.19274001,0.0806493,0.06250726,0.16552843,0.22280765,0.3249627
S,"iDR3.SPLUS-n16s12.056594",166.8052119589077,-19.822472037937665,5.7108912,99,4.2873325,12.0,3,19.128778,18.477488,18.785746,18.933178,18.948664,18.674515,17.935528,18.598967,17.175598,19.035454,19.127743,18.817741,0.030388046,0.030210273,0.06025086,0.05636391,0.054935034,0.017524196,0.022587402,0.016153231,0.007938362,0.029343467,0.06450037,0.05411993
H,"iDR3.HYDRA-0114.003307",154.6713324591896,-39.75867105583593,4.052063,17,1.82,11.0,0,21.679234,22.802412,99.0,20.350994,20.23104,20.272453,19.766954,19.74358,19.023418,20.353123,18.697464,20.028738,0.37785667,1.3648401,21.019453,0.22155735,0.22609957,0.0682562,0.10701258,0.039021198,0.029200356,0.10864079,0.062079724,0.1619256
H,"iDR3.HYDRA-0110.000109",163.1468311485558,-38.44762542248417,4.516941,38,3.869736,12.0,0,21.073017,20.367352,20.699783,19.643604,19.55867,19.084377,19.680855,18.658712,17.963491,19.399994,17.59676,18.220327,0.14162673,0.13325745,0.2857136,0.107936494,0.09425359,0.024317084,0.07945603,0.01669696,0.012623673,0.037745304,0.021684026,0.026986461
S,"iDR3.STRIPE82-0095.000465",306.4236931426687,-1.3708953451029295,4.1426005,15,3.7123497,11.0,0,23.495476,21.206398,99.0,21.789959,22.361095,20.31503,21.155014,19.817734,19.039936,20.338879,19.44932,18.686848,2.3806524,0.48016784,20.839287,0.9769798,1.4682112,0.099955074,0.43557557,0.06353901,0.02157194,0.14401716,0.17380139,0.051569894
H,"iDR3.HYDRA-0136.074577",164.1661499886443,-41.13029794023586,2.9083772,18,1.82,8.0,0,99.0,99.0,99.0,23.792477,19.656086,99.0,19.33654,19.246464,18.082638,20.445955,17.410397,17.650108,21.333775,20.942095,20.489294,9.018705,0.1788584,21.785807,0.10926175,0.03987808,0.018163966,0.118051015,0.019016633,0.017068405
H,"iDR3.HYDRA-0097.053552",155.63551520246293,-36.10692505600672,3.827733,44,3.5864513,12.0,3,19.843483,19.504559,19.477905,18.974716,18.745186,18.338148,18.206757,18.46465,17.78672,18.97594,17.631603,18.942108,0.05330767,0.07651446,0.118405044,0.06619169,0.062219743,0.016847044,0.031974267,0.016249657,0.013128163,0.02936091,0.02461176,0.05196156
S,"iDR3.SPLUS-n10s37.034860",201.45279121661528,-11.610508041620403,5.57681,113,4.7410407,12.0,0,18.696358,18.365057,18.076256,18.67246,18.316654,17.697054,16.481613,18.044483,16.191204,18.921644,19.35018,18.80739,0.032648187,0.040279847,0.041873693,0.07018013,0.050993264,0.012562525,0.012760136,0.014878582,0.0051088645,0.037831098,0.11365969,0.058803942
S,"iDR3.SPLUS-s26s48.075519",316.1942029373568,-32.84718047090613,5.835192,47,2.4422598,12.0,2,20.1693,20.30124,20.575111,20.097853,20.418789,20.427908,19.285223,19.357803,18.227737,20.180994,18.375559,19.4856,0.059366915,0.10137397,0.18421191,0.11403309,0.14050266,0.050229896,0.048528474,0.022604402,0.013247043,0.059543293,0.031499967,0.06214308
S,"iDR3.SPLUS-s34s43.000970",318.0648945051363,-44.75456755895427,4.9511294,39,4.1131124,12.0,2,20.56847,20.387913,20.35244,19.293076,19.33387,20.56483,18.69804,19.637938,18.241665,20.185616,17.916363,17.94432,0.09405015,0.1375315,0.2291975,0.08808121,0.091013774,0.07795346,0.043843806,0.03726056,0.015819859,0.072084725,0.026467625,0.019543419
H,"iDR3.HYDRA-0037.059414",161.10861009086577,-25.951161716193315,2.1875525,49,2.9293022,8.0,0,99.0,99.0,99.0,21.041277,19.60694,99.0,17.925959,17.13083,16.165821,17.719105,15.367746,15.361714,21.72282,21.200071,20.617825,0.66141975,0.16673473,21.984734,0.03194457,0.00747907,0.005075578,0.011891897,0.005111899,0.0036217808
S,"iDR3.SPLUS-n12s36.037222",201.03658613768138,-14.610930357652853,3.957439,38,4.3981023,12.0,0,21.9596,21.31306,21.622646,20.807558,20.203999,19.695784,19.8158,18.887388,18.23755,19.264828,17.541199,22.064737,0.33062375,0.26812038,0.61760443,0.26178,0.15018623,0.03462102,0.08258211,0.020716006,0.01635144,0.034943465,0.023205545,0.8844306
S,"iDR3.SPLUS-n18s16.012467",173.44708705543903,-23.350512504245973,2.860803,14,4.1573606,12.0,0,22.77248,23.027172,21.085106,21.39141,21.3884,20.704502,20.690151,19.913906,19.226885,20.20852,18.503447,21.850937,0.66558814,1.2777269,0.34608385,0.389827,0.36739662,0.070330985,0.1601425,0.040467348,0.02767204,0.073325776,0.04153579,0.678362
S,"iDR3.STRIPE82-0131.088686",331.4438701132191,-0.0515485997197639,0.0,0,2.9810424,9.0,3,22.854067,99.0,21.557371,99.0,22.52768,26.618637,24.19686,18.767878,18.21566,19.178291,99.0,17.28595,0.61669415,22.102676,0.46568355,21.692942,0.98078954,13.88476,3.7850373,0.016960645,0.014086283,0.02762175,21.65137,0.010860406
H,"iDR3.HYDRA-0141.003390",158.81235704715542,-43.873488644268186,4.913618,37,3.792041,12.0,2,19.384678,19.122793,19.031189,18.603645,18.536985,18.840595,18.187355,18.498894,17.803543,19.293858,17.686855,23.134514,0.048055686,0.05747316,0.081861004,0.054026864,0.050774865,0.022767266,0.029220378,0.015116657,0.01205276,0.03551469,0.023218831,2.1019258
H,"iDR3.HYDRA-0160.098123",151.175481558165,-47.31676166970669,3.3205788,21,2.8875425,12.0,0,20.566525,20.116533,19.661572,19.375507,19.693708,19.641844,18.914394,18.835142,18.375914,19.587523,17.99872,19.654484,0.18385236,0.17295828,0.17304492,0.12167118,0.16300614,0.067267545,0.07256012,0.028258586,0.021575684,0.058667134,0.028626412,0.11064513
H,"iDR3.HYDRA-0029.046523",163.3544777715607,-24.963423207760286,2.7006574,12,4.892173,12.0,0,22.320934,23.088089,23.071356,21.484728,21.590496,20.838875,19.860205,20.586918,19.68757,20.976603,20.557966,20.93792,0.41296825,1.2261643,2.0006046,0.40263706,0.41255096,0.07396598,0.08086771,0.07125975,0.039423414,0.15410994,0.23020087,0.29744914
S,"iDR3.SPLUS-n18s14.055084",170.50747890578657,-22.40581366567755,5.019401,60,4.2579618,12.0,2,19.910843,19.588673,19.44215,19.050724,18.795269,19.215078,18.300674,18.86314,17.718197,19.92621,17.734875,19.580606,0.052653417,0.06086072,0.0850176,0.05446265,0.044178132,0.022688583,0.026679756,0.019167485,0.0104874885,0.061497364,0.021345535,0.082882404
S,"iDR3.SPLUS-n14s02.046961",151.33320686638874,-17.014160498775645,3.0731254,10,5.2928023,11.0,2,21.695522,21.729023,99.0,21.397001,21.81739,21.120003,21.365948,20.59708,20.074066,20.970606,20.020912,20.755821,0.24660312,0.43220285,21.36119,0.43191972,0.6505299,0.13883215,0.37922207,0.08628992,0.08154257,0.17025712,0.16200508,0.2618229
H,"iDR3.HYDRA-0062.046290",156.26606979800349,-30.635398185393296,4.5333424,38,4.6172333,12.0,0,21.485825,20.700897,19.728893,21.670769,19.988739,19.161001,19.071594,17.945883,17.700766,20.27419,17.085852,22.081463,0.20144987,0.26795635,0.1807943,0.95009905,0.19440682,0.034808107,0.072559446,0.012405364,0.012603323,0.08837998,0.014479649,0.93667805
H,"iDR3.HYDRA-0086.000385",151.2042251110183,-35.662840176543284,4.372042,41,4.19845,10.0,0,99.0,21.04606,23.146181,22.198402,99.0,19.666613,19.712284,18.496742,17.9491,18.787739,16.893131,21.398014,21.662384,0.3551712,3.73667,1.4351584,21.08246,0.059130892,0.11571431,0.019226693,0.015112469,0.026732367,0.01318982,0.45635048
S,"iDR3.STRIPE82-0131.041469",332.36471190897396,-0.6686601125078618,5.029144,23,1.82,12.0,0,19.658234,19.41271,19.16322,18.597261,18.445679,20.223915,17.779078,19.519888,17.499144,20.428757,17.33931,21.333544,0.042403325,0.05226545,0.06546134,0.03970238,0.034722533,0.046247706,0.019590095,0.028100336,0.009123259,0.074936785,0.013979302,0.31366628
S,"iDR3.STRIPE82-0129.000327",330.2934595581163,-1.3716355828766573,6.9736104,125,2.474809,12.0,3,20.794903,20.586483,19.535461,19.330723,19.262333,18.761387,18.532467,18.290745,17.762651,18.575296,17.29506,18.852545,0.08970867,0.177277,0.13004892,0.09140442,0.07661737,0.024361555,0.04036657,0.01749046,0.014457862,0.020535909,0.022078307,0.043460883
S,"iDR3.STRIPE82-0085.015705",60.06204423774292,-0.9933700440480975,5.8283467,616,2.929927,12.0,0,16.796612,18.161917,17.999895,15.775368,15.583458,16.017319,14.77448,15.504037,14.142957,17.557327,13.719033,13.5777,0.007916386,0.01998292,0.023119817,0.005649702,0.0047311056,0.0035622264,0.0028791076,0.0022756115,0.0016865914,0.008016758,0.0021204061,0.0011162006
S,"iDR3.STRIPE82-0061.047759",42.22020967186947,-0.34502876439944874,2.5409412,53,8.001971,12.0,3,20.893192,20.312292,20.402306,21.052319,20.8509,19.856806,18.58414,20.165321,18.327484,20.750933,20.67516,20.75483,0.11210991,0.10218058,0.16474709,0.24084188,0.19035453,0.031337913,0.0287673,0.041986573,0.0135657815,0.09813797,0.23051497,0.1906158
